timestamp,server_id,cpu_usage_pct,memory_usage_mb,disk_io_ops,network_rx_kbps
2023-01-01 00:05:00,SRV-01,32.1,4250.56,140.51,4363.07
2023-01-01 00:10:00,SRV-02,33.57,3765.27,134.3,3144.86
2023-01-01 00:15:00,SRV-03,28.26,4440.98,253.54,3697.67
2023-01-01 00:20:00,SRV-04,44.31,4967.91,132.54,4102.1
2023-01-01 00:25:00,SRV-01,13.64,3151.81,173.69,5791.71
2023-01-01 00:30:00,SRV-02,31.15,4510.74,62.06,5984.15
2023-01-01 00:35:00,SRV-03,31.25,4222.04,215.64,5421.67
2023-01-01 00:40:00,SRV-04,28.91,4504.24,119.72,5265.48
2023-01-01 00:45:00,SRV-01,25.52,4060.89,205.88,5614.07
2023-01-01 00:50:00,SRV-02,34.06,4518.68,161.37,4774.56
2023-01-01 00:55:00,SRV-03,42.66,3881.55,180.59,6163.71
2023-01-01 01:00:00,SRV-04,30.37,4309.15,149.57,4866.25
2023-01-01 01:05:00,SRV-01,37.88,2440.59,97.06,3667.92
2023-01-01 01:10:00,SRV-02,36.86,3608.2,38.91,6733.91
2023-01-01 01:15:00,SRV-03,40.02,3876.99,204.41,4419.55
2023-01-01 01:20:00,SRV-04,31.79,3504.86,161.07,6239.03
2023-01-01 01:25:00,SRV-01,29.05,3000.8,159.98,5108.69
2023-01-01 01:30:00,SRV-02,35.83,3742.81,196.65,5377.79
2023-01-01 01:35:00,SRV-03,9.45,4440.86,115.93,5666.33
2023-01-01 01:40:00,SRV-04,46.93,3754.9,128.46,4349.56
2023-01-01 01:45:00,SRV-01,14.68,3937.29,164.65,3546.77
2023-01-01 01:50:00,SRV-02,28.84,4736.36,159.46,4204.56
2023-01-01 01:55:00,SRV-03,40.35,3777.0,129.67,3528.71
2023-01-01 02:00:00,SRV-04,43.46,3487.42,172.91,5844.0
2023-01-01 02:05:00,SRV-01,42.9,3388.38,165.62,4569.17
2023-01-01 02:10:00,SRV-02,37.02,3515.58,110.04,4768.66
2023-01-01 02:15:00,SRV-03,29.24,5068.53,130.35,6021.4
2023-01-01 02:20:00,SRV-04,43.02,4209.44,142.58,4025.73
2023-01-01 02:25:00,SRV-01,36.59,4447.63,180.88,6397.99
2023-01-01 02:30:00,SRV-02,30.54,3377.66,158.56,6582.08
2023-01-01 02:35:00,SRV-03,25.2,3521.77,156.47,5937.66
2023-01-01 02:40:00,SRV-04,24.82,4063.96,79.29,4726.14
2023-01-01 02:45:00,SRV-01,41.95,3221.77,199.18,6455.36
2023-01-01 02:50:00,SRV-02,35.16,3938.47,186.34,5632.72
2023-01-01 02:55:00,SRV-03,41.64,3006.61,147.13,4126.58
2023-01-01 03:00:00,SRV-04,24.28,3959.73,139.14,5382.51
2023-01-01 03:05:00,SRV-01,63.61,3905.91,132.03,6027.94
2023-01-01 03:10:00,SRV-02,31.64,4925.02,110.5,4542.4
2023-01-01 03:15:00,SRV-03,34.86,3924.3,190.52,4191.19
2023-01-01 03:20:00,SRV-04,50.18,4611.93,130.02,4168.6
2023-01-01 03:25:00,SRV-01,17.97,3006.62,109.06,5055.83
2023-01-01 03:30:00,SRV-02,39.53,4618.44,130.37,4482.41
2023-01-01 03:35:00,SRV-03,29.54,4691.77,180.0,3376.5
2023-01-01 03:40:00,SRV-04,15.88,3955.78,232.99,3406.65
2023-01-01 03:45:00,SRV-01,36.68,3105.58,189.37,4723.61
2023-01-01 03:50:00,SRV-02,18.56,4351.63,189.22,5155.9
2023-01-01 03:55:00,SRV-03,35.37,3798.6,168.41,3084.96
2023-01-01 04:00:00,SRV-04,53.62,3924.43,145.25,3925.67
2023-01-01 04:05:00,SRV-01,38.1,3254.58,104.91,5920.71
2023-01-01 04:10:00,SRV-02,24.51,4664.6,111.96,3957.53
2023-01-01 04:15:00,SRV-03,31.72,3333.81,117.07,4830.83
2023-01-01 04:20:00,SRV-04,40.12,4375.17,155.35,5150.93
2023-01-01 04:25:00,SRV-01,32.04,3266.29,205.83,5800.78
2023-01-01 04:30:00,SRV-02,30.2,3836.73,145.37,5684.98
2023-01-01 04:35:00,SRV-03,21.43,4578.37,142.79,4256.89
2023-01-01 04:40:00,SRV-04,47.06,3991.12,143.44,4295.45
2023-01-01 04:45:00,SRV-01,43.94,4604.56,165.04,5149.01
2023-01-01 04:50:00,SRV-02,36.67,4141.32,127.27,3958.08
2023-01-01 04:55:00,SRV-03,34.54,3935.14,147.56,5253.01
2023-01-01 05:00:00,SRV-04,29.72,4564.56,106.4,5366.18
2023-01-01 05:05:00,SRV-01,7.23,4120.68,119.23,5876.36
2023-01-01 05:10:00,SRV-02,39.36,3554.24,140.84,4788.81
2023-01-01 05:15:00,SRV-03,42.49,4380.76,135.17,3613.87
2023-01-01 05:20:00,SRV-04,19.13,3754.74,112.43,4305.3
2023-01-01 05:25:00,SRV-01,41.23,4561.22,160.45,4813.78
2023-01-01 05:30:00,SRV-02,40.22,4017.98,136.8,4921.29
2023-01-01 05:35:00,SRV-03,29.0,4661.14,166.76,3164.16
2023-01-01 05:40:00,SRV-04,32.04,3902.4,209.05,4726.93
2023-01-01 05:45:00,SRV-01,41.06,3834.86,162.94,4639.18
2023-01-01 05:50:00,SRV-02,36.25,4411.13,167.93,4493.03
2023-01-01 05:55:00,SRV-03,44.86,4627.72,124.86,4306.07
2023-01-01 06:00:00,SRV-04,40.32,4350.98,99.04,4611.46
2023-01-01 06:05:00,SRV-01,25.97,3403.53,147.16,4534.25
2023-01-01 06:10:00,SRV-02,46.41,4154.6,92.9,4489.29
2023-01-01 06:15:00,SRV-03,48.02,4462.37,158.33,5713.8
2023-01-01 06:20:00,SRV-04,42.32,4192.58,216.37,6588.26
2023-01-01 06:25:00,SRV-01,43.62,3971.57,199.06,4815.35
2023-01-01 06:30:00,SRV-02,43.66,4648.16,190.62,5832.4
2023-01-01 06:35:00,SRV-03,29.62,3426.19,143.95,4091.31
2023-01-01 06:40:00,SRV-04,26.5,3872.27,96.48,6474.23
2023-01-01 06:45:00,SRV-01,31.19,3616.12,222.15,4940.1
2023-01-01 06:50:00,SRV-02,35.31,3221.17,132.25,3861.5
2023-01-01 06:55:00,SRV-03,52.78,3875.92,80.71,4645.71
2023-01-01 07:00:00,SRV-04,45.15,4285.06,145.69,4229.11
2023-01-01 07:05:00,SRV-01,36.49,3861.89,152.59,4606.56
2023-01-01 07:10:00,SRV-02,32.33,3259.85,173.81,5243.17
2023-01-01 07:15:00,SRV-03,47.15,4465.15,132.18,2599.63
2023-01-01 07:20:00,SRV-04,26.07,4090.48,161.15,4587.4
2023-01-01 07:25:00,SRV-01,41.62,4834.52,122.92,3793.65
2023-01-01 07:30:00,SRV-02,49.22,4861.28,170.58,6162.9
2023-01-01 07:35:00,SRV-03,20.39,4124.72,186.65,5626.77
2023-01-01 07:40:00,SRV-04,9.84,4509.45,141.17,5914.28
2023-01-01 07:45:00,SRV-01,24.25,4148.57,120.28,5365.16
2023-01-01 07:50:00,SRV-02,40.8,4547.09,193.99,6339.5
2023-01-01 07:55:00,SRV-03,34.52,3704.35,161.33,6671.35
2023-01-01 08:00:00,SRV-04,33.5,3983.15,128.86,4203.85
2023-01-01 08:05:00,SRV-01,32.96,3432.39,199.57,5247.02
2023-01-01 08:10:00,SRV-02,42.24,4324.41,181.59,4907.48
2023-01-01 08:15:00,SRV-03,45.81,4627.86,136.06,5352.21
2023-01-01 08:20:00,SRV-04,29.92,4135.52,117.07,4437.42
2023-01-01 08:25:00,SRV-01,24.98,3103.01,118.87,6308.11
2023-01-01 08:30:00,SRV-02,20.13,4505.93,197.64,6766.21
2023-01-01 08:35:00,SRV-03,24.87,4880.98,132.65,3662.84
2023-01-01 08:40:00,SRV-04,20.28,4379.36,164.02,3263.84
2023-01-01 08:45:00,SRV-01,31.69,4715.23,184.48,5783.55
2023-01-01 08:50:00,SRV-02,57.31,4257.77,131.85,5689.31
2023-01-01 08:55:00,SRV-03,48.11,3783.86,132.58,3432.62
2023-01-01 09:00:00,SRV-04,24.95,4823.03,96.04,5259.37
2023-01-01 09:05:00,SRV-01,50.11,4619.05,115.6,6553.8
2023-01-01 09:10:00,SRV-02,39.73,4805.51,128.24,4063.18
2023-01-01 09:15:00,SRV-03,35.47,4544.85,181.52,4473.32
2023-01-01 09:20:00,SRV-04,38.04,3909.87,187.79,5102.56
2023-01-01 09:25:00,SRV-01,39.09,4661.79,178.42,4784.77
2023-01-01 09:30:00,SRV-02,42.08,4282.44,181.74,4111.19
2023-01-01 09:35:00,SRV-03,39.2,3683.4,126.35,6100.84
2023-01-01 09:40:00,SRV-04,47.09,4059.91,122.14,2915.97
2023-01-01 09:45:00,SRV-01,42.62,3605.13,172.5,4270.93
2023-01-01 09:50:00,SRV-02,51.97,4726.63,150.87,4619.79
2023-01-01 09:55:00,SRV-03,52.03,4458.33,116.23,2983.56
2023-01-01 10:00:00,SRV-04,30.4,3740.95,207.36,5496.82
2023-01-01 10:05:00,SRV-01,33.96,4515.67,158.22,4499.7
2023-01-01 10:10:00,SRV-02,27.84,4114.94,129.46,5585.75
2023-01-01 10:15:00,SRV-03,30.81,4228.29,109.18,6213.35
2023-01-01 10:20:00,SRV-04,35.16,4498.73,164.24,4771.54
2023-01-01 10:25:00,SRV-01,26.39,4196.59,156.87,4370.35
2023-01-01 10:30:00,SRV-02,25.04,4063.51,106.77,6966.62
2023-01-01 10:35:00,SRV-03,50.79,3668.57,98.22,4780.69
2023-01-01 10:40:00,SRV-04,34.74,3766.73,91.4,5224.15
2023-01-01 10:45:00,SRV-01,45.65,4496.37,164.33,3249.88
2023-01-01 10:50:00,SRV-02,48.22,3505.83,147.66,5450.42
2023-01-01 10:55:00,SRV-03,41.53,4195.83,155.38,6453.37
2023-01-01 11:00:00,SRV-04,31.41,3558.75,139.38,4543.16
2023-01-01 11:05:00,SRV-01,57.4,4265.83,171.22,5925.91
2023-01-01 11:10:00,SRV-02,42.22,3834.34,133.82,3520.82
2023-01-01 11:15:00,SRV-03,18.48,4490.7,153.47,3637.32
2023-01-01 11:20:00,SRV-04,39.08,3620.59,162.29,4784.73
2023-01-01 11:25:00,SRV-01,40.76,4061.42,108.67,5653.5
2023-01-01 11:30:00,SRV-02,35.39,3732.9,141.61,4926.15
2023-01-01 11:35:00,SRV-03,37.21,3438.36,92.66,5094.1
2023-01-01 11:40:00,SRV-04,43.12,4402.66,148.47,5129.76
2023-01-01 11:45:00,SRV-01,31.54,3605.22,146.71,5003.3
2023-01-01 11:50:00,SRV-02,41.89,3722.02,150.6,5733.59
2023-01-01 11:55:00,SRV-03,28.2,4269.95,172.89,6346.97
2023-01-01 12:00:00,SRV-04,35.22,3668.11,171.92,4026.24
2023-01-01 12:05:00,SRV-01,30.84,4096.85,144.81,5873.95
2023-01-01 12:10:00,SRV-02,38.74,3779.4,136.5,5084.3
2023-01-01 12:15:00,SRV-03,41.69,3479.37,151.82,6459.72
2023-01-01 12:20:00,SRV-04,23.83,3992.58,143.27,6638.59
2023-01-01 12:25:00,SRV-01,20.45,3974.48,165.98,5789.28
2023-01-01 12:30:00,SRV-02,40.55,4061.79,129.43,6097.17
2023-01-01 12:35:00,SRV-03,51.44,3677.15,168.66,5896.08
2023-01-01 12:40:00,SRV-04,27.72,4733.8,127.98,6019.28
2023-01-01 12:45:00,SRV-01,36.59,3811.84,115.52,6713.44
2023-01-01 12:50:00,SRV-02,25.71,4731.79,126.57,3551.44
2023-01-01 12:55:00,SRV-03,41.96,4275.45,60.41,3864.23
2023-01-01 13:00:00,SRV-04,43.83,4186.37,133.03,5238.74
2023-01-01 13:05:00,SRV-01,28.51,3724.12,151.74,2771.65
2023-01-01 13:10:00,SRV-02,37.57,4296.12,173.18,4920.35
2023-01-01 13:15:00,SRV-03,34.22,3193.83,145.19,4711.19
2023-01-01 13:20:00,SRV-04,27.86,3893.07,157.41,4267.89
2023-01-01 13:25:00,SRV-01,42.95,4087.37,135.16,3052.98
2023-01-01 13:30:00,SRV-02,35.27,4000.52,147.64,5519.48
2023-01-01 13:35:00,SRV-03,34.65,4582.65,187.33,4411.34
2023-01-01 13:40:00,SRV-04,49.53,3738.41,116.91,4196.8
2023-01-01 13:45:00,SRV-01,23.82,3145.19,157.95,4807.83
2023-01-01 13:50:00,SRV-02,43.27,5152.87,234.92,5978.45
2023-01-01 13:55:00,SRV-03,32.83,4399.57,126.98,4340.19
2023-01-01 14:00:00,SRV-04,43.39,4195.14,99.37,4322.82
2023-01-01 14:05:00,SRV-01,31.8,3431.63,164.48,4796.41
2023-01-01 14:10:00,SRV-02,37.2,4408.03,133.67,7534.63
2023-01-01 14:15:00,SRV-03,26.62,3745.91,191.12,4630.51
2023-01-01 14:20:00,SRV-04,41.28,3810.41,178.17,5018.95
2023-01-01 14:25:00,SRV-01,44.47,3217.99,210.39,4576.41
2023-01-01 14:30:00,SRV-02,35.47,3781.8,80.95,3639.05
2023-01-01 14:35:00,SRV-03,46.19,3856.54,186.9,4575.1
2023-01-01 14:40:00,SRV-04,33.23,4490.73,182.85,4684.07
2023-01-01 14:45:00,SRV-01,36.78,3309.86,139.44,4816.74
2023-01-01 14:50:00,SRV-02,35.38,3653.41,98.61,3409.67
2023-01-01 14:55:00,SRV-03,34.54,3889.54,152.71,4221.44
2023-01-01 15:00:00,SRV-04,39.71,3025.33,142.72,4318.11
2023-01-01 15:05:00,SRV-01,25.07,3623.56,144.85,5640.0
2023-01-01 15:10:00,SRV-02,30.66,4259.0,106.61,5196.03
2023-01-01 15:15:00,SRV-03,30.54,4042.93,137.53,5888.24
2023-01-01 15:20:00,SRV-04,32.28,4010.58,197.49,5798.17
2023-01-01 15:25:00,SRV-01,27.5,4121.28,123.15,1719.64
2023-01-01 15:30:00,SRV-02,37.09,3245.26,147.34,3859.9
2023-01-01 15:35:00,SRV-03,40.02,3180.67,151.66,3438.77
2023-01-01 15:40:00,SRV-04,26.62,4185.63,117.52,3628.25
2023-01-01 15:45:00,SRV-01,30.89,4005.12,217.36,4170.2
2023-01-01 15:50:00,SRV-02,25.12,3973.93,102.72,5696.91
2023-01-01 15:55:00,SRV-03,41.36,4806.75,146.41,6052.07
2023-01-01 16:00:00,SRV-04,25.13,3356.76,170.12,4098.44
2023-01-01 16:05:00,SRV-01,46.45,4583.24,212.38,3356.93
2023-01-01 16:10:00,SRV-02,39.76,4250.5,107.46,4137.3
2023-01-01 16:15:00,SRV-03,19.05,3868.18,161.89,4463.96
2023-01-01 16:20:00,SRV-04,30.08,3645.34,127.32,3576.69
2023-01-01 16:25:00,SRV-01,38.53,3776.69,124.27,2924.99
2023-01-01 16:30:00,SRV-02,22.31,3323.99,143.15,5533.15
2023-01-01 16:35:00,SRV-03,47.32,3147.52,145.73,4953.75
2023-01-01 16:40:00,SRV-04,40.95,3676.53,95.82,3529.5
2023-01-01 16:45:00,SRV-01,39.65,4918.4,238.86,5048.11
2023-01-01 16:50:00,SRV-02,30.06,3385.77,125.71,5646.25
2023-01-01 16:55:00,SRV-03,39.71,4023.0,79.14,5018.59
2023-01-01 17:00:00,SRV-04,32.65,4435.28,230.16,3051.08
2023-01-01 17:05:00,SRV-01,42.17,3790.16,198.11,3866.49
2023-01-01 17:10:00,SRV-02,37.28,4062.47,134.8,3625.08
2023-01-01 17:15:00,SRV-03,25.99,3721.96,129.78,5267.47
2023-01-01 17:20:00,SRV-04,43.34,3345.18,164.12,5180.28
2023-01-01 17:25:00,SRV-01,39.13,4081.27,134.19,3429.56
2023-01-01 17:30:00,SRV-02,42.93,4436.44,150.99,5627.02
2023-01-01 17:35:00,SRV-03,18.57,3432.29,149.57,4972.58
2023-01-01 17:40:00,SRV-04,50.33,4360.11,127.57,4055.03
2023-01-01 17:45:00,SRV-01,33.39,4245.58,152.24,3973.27
2023-01-01 17:50:00,SRV-02,42.88,4181.42,85.06,6141.06
2023-01-01 17:55:00,SRV-03,32.2,4199.57,205.92,4590.76
2023-01-01 18:00:00,SRV-04,39.53,3716.02,105.36,4358.36
2023-01-01 18:05:00,SRV-01,32.24,3570.88,107.11,5405.92
2023-01-01 18:10:00,SRV-02,45.64,4613.34,84.9,4760.11
2023-01-01 18:15:00,SRV-03,50.84,4865.4,195.23,2968.68
2023-01-01 18:20:00,SRV-04,43.25,4167.91,150.34,3752.97
2023-01-01 18:25:00,SRV-01,28.21,3957.87,99.45,4202.03
2023-01-01 18:30:00,SRV-02,42.5,4657.62,194.77,3910.59
2023-01-01 18:35:00,SRV-03,25.49,4040.98,157.96,4864.83
2023-01-01 18:40:00,SRV-04,48.29,3686.86,134.17,4578.52
2023-01-01 18:45:00,SRV-01,39.99,3555.18,130.65,3816.29
2023-01-01 18:50:00,SRV-02,40.58,3948.52,91.35,4623.85
2023-01-01 18:55:00,SRV-03,26.37,4114.81,70.27,4661.94
2023-01-01 19:00:00,SRV-04,39.83,4232.33,115.46,3958.05
2023-01-01 19:05:00,SRV-01,41.1,3649.79,224.33,3832.18
2023-01-01 19:10:00,SRV-02,32.78,2817.34,221.52,5744.35
2023-01-01 19:15:00,SRV-03,44.71,3791.34,180.65,3052.29
2023-01-01 19:20:00,SRV-04,35.23,4226.42,191.8,4966.66
2023-01-01 19:25:00,SRV-01,37.05,3677.99,173.54,4691.88
2023-01-01 19:30:00,SRV-02,34.15,3355.09,153.9,6492.1
2023-01-01 19:35:00,SRV-03,36.13,4508.27,216.47,4800.82
2023-01-01 19:40:00,SRV-04,56.03,5211.02,135.07,4925.52
2023-01-01 19:45:00,SRV-01,23.14,3705.66,152.47,4701.03
2023-01-01 19:50:00,SRV-02,32.5,3403.86,40.69,5497.13
2023-01-01 19:55:00,SRV-03,37.21,3785.43,133.97,4875.72
2023-01-01 20:00:00,SRV-04,58.82,4734.92,156.02,4095.44
2023-01-01 20:05:00,SRV-01,28.94,3831.9,156.59,5233.54
2023-01-01 20:10:00,SRV-02,24.77,3566.36,209.37,5272.32
2023-01-01 20:15:00,SRV-03,12.94,4066.11,138.32,4760.1
2023-01-01 20:20:00,SRV-04,36.39,3444.49,190.64,4837.8
2023-01-01 20:25:00,SRV-01,41.86,4195.93,218.83,4880.88
2023-01-01 20:30:00,SRV-02,37.18,3359.89,187.17,4696.21
2023-01-01 20:35:00,SRV-03,47.62,4494.82,103.52,7284.4
2023-01-01 20:40:00,SRV-04,17.78,4387.21,143.4,4074.43
